laus_code,state_fips_code,county_fips_code,county_name_state_abbreviation,year,labor_force,employed,unemployed,unemployment_rate
CN4508500000000,45,085,"Sumter County, SC",2022,41872,40268,1604,3.8     
CN4508700000000,45,087,"Union County, SC",2022,11188,10661,527,4.7     
CN4508900000000,45,089,"Williamsburg County, SC",2022,10762,10249,513,4.8     
CN4509100000000,45,091,"York County, SC",2022,147487,142858,4629,3.1     
CN4600300000000,46,003,"Aurora County, SD",2022,1491,1463,28,1.9     
CN4600500000000,46,005,"Beadle County, SD",2022,9285,9105,180,1.9     
CN4600700000000,46,007,"Bennett County, SD",2022,1071,1036,35,3.3     
CN4600900000000,46,009,"Bon Homme County, SD",2022,2842,2788,54,1.9     
CN4601100000000,46,011,"Brookings County, SD",2022,19113,18717,396,2.1     
CN4601300000000,46,013,"Brown County, SD",2022,20078,19626,452,2.3     
CN4601500000000,46,015,"Brule County, SD",2022,2657,2612,45,1.7     
CN4601700000000,46,017,"Buffalo County, SD",2022,731,698,33,4.5     
CN4601900000000,46,019,"Butte County, SD",2022,5029,4931,98,1.9     
CN4602100000000,46,021,"Campbell County, SD",2022,772,752,20,2.6     
CN4602300000000,46,023,"Charles Mix County, SD",2022,3815,3728,87,2.3     
CN4602500000000,46,025,"Clark County, SD",2022,1953,1908,45,2.3     
CN4602700000000,46,027,"Clay County, SD",2022,7377,7219,158,2.1     
CN4602900000000,46,029,"Codington County, SD",2022,15970,15650,320,2.0     
CN4603100000000,46,031,"Corson County, SD",2022,1282,1244,38,3.0     
CN4603300000000,46,033,"Custer County, SD",2022,4228,4108,120,2.8     
CN4603500000000,46,035,"Davison County, SD",2022,11074,10866,208,1.9     
CN4603700000000,46,037,"Day County, SD",2022,2685,2604,81,3.0     
CN4603900000000,46,039,"Deuel County, SD",2022,2300,2233,67,2.9     
CN4604100000000,46,041,"Dewey County, SD",2022,2289,2158,131,5.7     
CN4604300000000,46,043,"Douglas County, SD",2022,1516,1486,30,2.0     
CN4604500000000,46,045,"Edmunds County, SD",2022,1995,1957,38,1.9     
CN4604700000000,46,047,"Fall River County, SD",2022,3069,2997,72,2.3     
CN4604900000000,46,049,"Faulk County, SD",2022,1085,1063,22,2.0     
CN4605100000000,46,051,"Grant County, SD",2022,4388,4276,112,2.6     
CN4605300000000,46,053,"Gregory County, SD",2022,2137,2097,40,1.9     
CN4605500000000,46,055,"Haakon County, SD",2022,1079,1059,20,1.9     
CN4605700000000,46,057,"Hamlin County, SD",2022,3586,3516,70,2.0     
CN4605900000000,46,059,"Hand County, SD",2022,1784,1753,31,1.7     
CN4606100000000,46,061,"Hanson County, SD",2022,1788,1741,47,2.6     
CN4606300000000,46,063,"Harding County, SD",2022,749,734,15,2.0     
CN4606500000000,46,065,"Hughes County, SD",2022,9907,9740,167,1.7     
CN4606700000000,46,067,"Hutchinson County, SD",2022,3621,3539,82,2.3     
CN4606900000000,46,069,"Hyde County, SD",2022,658,644,14,2.1     
CN4607100000000,46,071,"Jackson County, SD",2022,1222,1185,37,3.0     
CN4607300000000,46,073,"Jerauld County, SD",2022,1336,1318,18,1.3     
CN4607500000000,46,075,"Jones County, SD",2022,523,510,13,2.5     
CN4607700000000,46,077,"Kingsbury County, SD",2022,2805,2752,53,1.9     
CN4607900000000,46,079,"Lake County, SD",2022,6713,6575,138,2.1     
CN4608100000000,46,081,"Lawrence County, SD",2022,14136,13866,270,1.9     
CN4608300000000,46,083,"Lincoln County, SD",2022,37557,36938,619,1.6     
CN4608500000000,46,085,"Lyman County, SD",2022,1687,1644,43,2.5     
CN4608700000000,46,087,"McCook County, SD",2022,3116,3063,53,1.7     
CN4608900000000,46,089,"McPherson County, SD",2022,977,951,26,2.7     
CN4609100000000,46,091,"Marshall County, SD",2022,2485,2416,69,2.8     
CN4609300000000,46,093,"Meade County, SD",2022,14501,14200,301,2.1     
CN4609500000000,46,095,"Mellette County, SD",2022,750,727,23,3.1     
CN4609700000000,46,097,"Miner County, SD",2022,1227,1204,23,1.9     
CN4609900000000,46,099,"Minnehaha County, SD",2022,116647,114479,2168,1.9     
CN4610100000000,46,101,"Moody County, SD",2022,4015,3926,89,2.2     
CN4610200000000,46,102,"Oglala Lakota County, SD",2022,3778,3592,186,4.9     
CN4610300000000,46,103,"Pennington County, SD",2022,59759,58547,1212,2.0     
CN4610500000000,46,105,"Perkins County, SD",2022,1431,1401,30,2.1     
CN4610700000000,46,107,"Potter County, SD",2022,1045,1021,24,2.3     
CN4610900000000,46,109,"Roberts County, SD",2022,4625,4472,153,3.3     
CN4611100000000,46,111,"Sanborn County, SD",2022,1210,1185,25,2.1     
CN4611500000000,46,115,"Spink County, SD",2022,3045,2972,73,2.4     
CN4611700000000,46,117,"Stanley County, SD",2022,1929,1893,36,1.9     
CN4611900000000,46,119,"Sully County, SD",2022,815,802,13,1.6     
CN4612100000000,46,121,"Todd County, SD",2022,3017,2904,113,3.7     
CN4612300000000,46,123,"Tripp County, SD",2022,3083,3031,52,1.7     
CN4612500000000,46,125,"Turner County, SD",2022,4761,4672,89,1.9     
CN4612700000000,46,127,"Union County, SD",2022,8698,8506,192,2.2     
CN4612900000000,46,129,"Walworth County, SD",2022,2110,2036,74,3.5     
CN4613500000000,46,135,"Yankton County, SD",2022,11717,11504,213,1.8     
CN4613700000000,46,137,"Ziebach County, SD",2022,950,915,35,3.7     
CN4700100000000,47,001,"Anderson County, TN",2022,35280,34107,1173,3.3     
CN4700300000000,47,003,"Bedford County, TN",2022,21523,20792,731,3.4     
CN4700500000000,47,005,"Benton County, TN",2022,6755,6477,278,4.1     
CN4700700000000,47,007,"Bledsoe County, TN",2022,4361,4130,231,5.3     
CN4700900000000,47,009,"Blount County, TN",2022,65542,63500,2042,3.1     
CN4701100000000,47,011,"Bradley County, TN",2022,50242,48430,1812,3.6     
CN4701300000000,47,013,"Campbell County, TN",2022,14962,14344,618,4.1     
CN4701500000000,47,015,"Cannon County, TN",2022,6863,6655,208,3.0     
CN4701700000000,47,017,"Carroll County, TN",2022,11696,11243,453,3.9     
CN4701900000000,47,019,"Carter County, TN",2022,24060,23185,875,3.6     
CN4702100000000,47,021,"Cheatham County, TN",2022,22607,22006,601,2.7     
CN4702300000000,47,023,"Chester County, TN",2022,8540,8286,254,3.0     
CN4702500000000,47,025,"Claiborne County, TN",2022,12812,12322,490,3.8     
CN4702700000000,47,027,"Clay County, TN",2022,2785,2656,129,4.6     
CN4702900000000,47,029,"Cocke County, TN",2022,14656,13905,751,5.1     
CN4703100000000,47,031,"Coffee County, TN",2022,25119,24273,846,3.4     
CN4703300000000,47,033,"Crockett County, TN",2022,6845,6628,217,3.2     
CN4703500000000,47,035,"Cumberland County, TN",2022,23297,22305,992,4.3     
CN4703700000000,47,037,"Davidson County, TN",2022,412906,401294,11612,2.8     
CN4703900000000,47,039,"Decatur County, TN",2022,4402,4205,197,4.5     
CN4704100000000,47,041,"DeKalb County, TN",2022,7975,7675,300,3.8     
CN4704300000000,47,043,"Dickson County, TN",2022,27918,27093,825,3.0     
CN4704500000000,47,045,"Dyer County, TN",2022,16521,15931,590,3.6     
CN4704700000000,47,047,"Fayette County, TN",2022,19197,18524,673,3.5     
CN4704900000000,47,049,"Fentress County, TN",2022,7707,7416,291,3.8     
CN4705100000000,47,051,"Franklin County, TN",2022,19165,18489,676,3.5     
CN4705300000000,47,053,"Gibson County, TN",2022,21566,20803,763,3.5     
CN4705500000000,47,055,"Giles County, TN",2022,14891,14403,488,3.3     
CN4705700000000,47,057,"Grainger County, TN",2022,9725,9352,373,3.8     
CN4705900000000,47,059,"Greene County, TN",2022,28801,27655,1146,4.0     
CN4706100000000,47,061,"Grundy County, TN",2022,4927,4704,223,4.5     
CN4706300000000,47,063,"Hamblen County, TN",2022,28128,27104,1024,3.6     
CN4706500000000,47,065,"Hamilton County, TN",2022,183056,176782,6274,3.4     
CN4706700000000,47,067,"Hancock County, TN",2022,2276,2181,95,4.2     
CN4706900000000,47,069,"Hardeman County, TN",2022,8932,8556,376,4.2     
CN4707100000000,47,071,"Hardin County, TN",2022,10064,9660,404,4.0     
CN4707300000000,47,073,"Hawkins County, TN",2022,23161,22260,901,3.9     
CN4707500000000,47,075,"Haywood County, TN",2022,7554,7213,341,4.5     
CN4707700000000,47,077,"Henderson County, TN",2022,11713,11286,427,3.6     
CN4707900000000,47,079,"Henry County, TN",2022,13556,13016,540,4.0     
CN4708100000000,47,081,"Hickman County, TN",2022,11742,11402,340,2.9     
CN4708300000000,47,083,"Houston County, TN",2022,3194,3055,139,4.4     
CN4708500000000,47,085,"Humphreys County, TN",2022,8632,8332,300,3.5     
CN4708700000000,47,087,"Jackson County, TN",2022,4776,4591,185,3.9     
CN4708900000000,47,089,"Jefferson County, TN",2022,24998,24088,910,3.6     
CN4709100000000,47,091,"Johnson County, TN",2022,7513,7258,255,3.4     
CN4709300000000,47,093,"Knox County, TN",2022,250987,243788,7199,2.9     
CN4709500000000,47,095,"Lake County, TN",2022,1628,1547,81,5.0     
CN4709700000000,47,097,"Lauderdale County, TN",2022,9395,8955,440,4.7     
CN4709900000000,47,099,"Lawrence County, TN",2022,19229,18560,669,3.5     
CN4710100000000,47,101,"Lewis County, TN",2022,5563,5362,201,3.6     
CN4710300000000,47,103,"Lincoln County, TN",2022,16608,16073,535,3.2     
CN4710500000000,47,105,"Loudon County, TN",2022,24373,23581,792,3.2     
CN4710700000000,47,107,"McMinn County, TN",2022,21489,20619,870,4.0     
CN4710900000000,47,109,"McNairy County, TN",2022,8382,7998,384,4.6     
CN4711100000000,47,111,"Macon County, TN",2022,11649,11292,357,3.1     
CN4711300000000,47,113,"Madison County, TN",2022,49127,47441,1686,3.4     
CN4711500000000,47,115,"Marion County, TN",2022,12271,11794,477,3.9     
CN4711700000000,47,117,"Marshall County, TN",2022,15607,15093,514,3.3     
CN4711900000000,47,119,"Maury County, TN",2022,52962,51352,1610,3.0     
CN4712100000000,47,121,"Meigs County, TN",2022,5174,4948,226,4.4     
CN4712300000000,47,123,"Monroe County, TN",2022,20967,20244,723,3.4     
CN4712500000000,47,125,"Montgomery County, TN",2022,88027,84751,3276,3.7     
CN4712700000000,47,127,"Moore County, TN",2022,3687,3596,91,2.5     
CN4712900000000,47,129,"Morgan County, TN",2022,7845,7546,299,3.8     
CN4713100000000,47,131,"Obion County, TN",2022,12696,12207,489,3.9     
CN4713300000000,47,133,"Overton County, TN",2022,9977,9639,338,3.4     
CN4713500000000,47,135,"Perry County, TN",2022,2765,2616,149,5.4     
CN4713700000000,47,137,"Pickett County, TN",2022,2180,2097,83,3.8     
CN4713900000000,47,139,"Polk County, TN",2022,7045,6782,263,3.7     
CN4714100000000,47,141,"Putnam County, TN",2022,35382,34192,1190,3.4     
CN4714300000000,47,143,"Rhea County, TN",2022,13880,13290,590,4.3     
CN4714500000000,47,145,"Roane County, TN",2022,23755,22885,870,3.7     
CN4714700000000,47,147,"Robertson County, TN",2022,39207,38096,1111,2.8     
CN4714900000000,47,149,"Rutherford County, TN",2022,195582,190279,5303,2.7     
CN4715100000000,47,151,"Scott County, TN",2022,8108,7712,396,4.9     
CN4715300000000,47,153,"Sequatchie County, TN",2022,6161,5907,254,4.1     
CN4715500000000,47,155,"Sevier County, TN",2022,54967,53233,1734,3.2     
CN4715700000000,47,157,"Shelby County, TN",2022,437751,417985,19766,4.5     
CN4715900000000,47,159,"Smith County, TN",2022,9753,9463,290,3.0     
CN4716100000000,47,161,"Stewart County, TN",2022,5469,5258,211,3.9     
CN4716300000000,47,163,"Sullivan County, TN",2022,68794,66378,2416,3.5     
CN4716500000000,47,165,"Sumner County, TN",2022,108770,105791,2979,2.7     
CN4716700000000,47,167,"Tipton County, TN",2022,27585,26587,998,3.6     
CN4716900000000,47,169,"Trousdale County, TN",2022,5724,5553,171,3.0     
CN4717100000000,47,171,"Unicoi County, TN",2022,7061,6755,306,4.3     
CN4717300000000,47,173,"Union County, TN",2022,7857,7560,297,3.8     
CN4717500000000,47,175,"Van Buren County, TN",2022,2058,1971,87,4.2     
CN4717700000000,47,177,"Warren County, TN",2022,16402,15721,681,4.2     
CN4717900000000,47,179,"Washington County, TN",2022,61344,59362,1982,3.2     
CN4718100000000,47,181,"Wayne County, TN",2022,6488,6195,293,4.5     
CN4718300000000,47,183,"Weakley County, TN",2022,15294,14764,530,3.5     
CN4718500000000,47,185,"White County, TN",2022,12024,11604,420,3.5     
CN4718700000000,47,187,"Williamson County, TN",2022,138115,134800,3315,2.4     
CN4718900000000,47,189,"Wilson County, TN",2022,81932,79774,2158,2.6     
CN4800100000000,48,001,"Anderson County, TX",2022,23086,22295,791,3.4     
CN4800300000000,48,003,"Andrews County, TX",2022,9455,9154,301,3.2     
CN4800500000000,48,005,"Angelina County, TX",2022,35480,33856,1624,4.6     
CN4800700000000,48,007,"Aransas County, TX",2022,9294,8806,488,5.3     
CN4800900000000,48,009,"Archer County, TX",2022,4013,3878,135,3.4     
CN4801100000000,48,011,"Armstrong County, TX",2022,939,913,26,2.8     
CN4801300000000,48,013,"Atascosa County, TX",2022,22510,21604,906,4.0     
CN4801500000000,48,015,"Austin County, TX",2022,14123,13569,554,3.9     
CN4801700000000,48,017,"Bailey County, TX",2022,2414,2312,102,4.2     
CN4801900000000,48,019,"Bandera County, TX",2022,10624,10234,390,3.7     
CN4802100000000,48,021,"Bastrop County, TX",2022,48156,46546,1610,3.3     
CN4802300000000,48,023,"Baylor County, TX",2022,1925,1873,52,2.7     
CN4802500000000,48,025,"Bee County, TX",2022,9159,8626,533,5.8     
CN4802700000000,48,027,"Bell County, TX",2022,149332,142742,6590,4.4     
CN4802900000000,48,029,"Bexar County, TX",2022,978125,941971,36154,3.7     
CN4803100000000,48,031,"Blanco County, TX",2022,7133,6934,199,2.8     
CN4803300000000,48,033,"Borden County, TX",2022,701,688,13,1.9     
CN4803500000000,48,035,"Bosque County, TX",2022,8704,8383,321,3.7     
CN4803700000000,48,037,"Bowie County, TX",2022,38577,36803,1774,4.6     
CN4803900000000,48,039,"Brazoria County, TX",2022,184468,176132,8336,4.5     
CN4804100000000,48,041,"Brazos County, TX",2022,128477,124512,3965,3.1     
CN4804300000000,48,043,"Brewster County, TX",2022,4233,4090,143,3.4     
CN4804500000000,48,045,"Briscoe County, TX",2022,603,582,21,3.5     
CN4804700000000,48,047,"Brooks County, TX",2022,2381,2239,142,6.0     
CN4804900000000,48,049,"Brown County, TX",2022,15271,14609,662,4.3     
CN4805100000000,48,051,"Burleson County, TX",2022,8857,8539,318,3.6     
CN4805300000000,48,053,"Burnet County, TX",2022,25614,24857,757,3.0     
CN4805500000000,48,055,"Caldwell County, TX",2022,21275,20540,735,3.5     
CN4805700000000,48,057,"Calhoun County, TX",2022,12272,11822,450,3.7     
CN4805900000000,48,059,"Callahan County, TX",2022,6279,6055,224,3.6     
CN4806100000000,48,061,"Cameron County, TX",2022,177545,167496,10049,5.7     
CN4806300000000,48,063,"Camp County, TX",2022,5137,4908,229,4.5     
CN4806500000000,48,065,"Carson County, TX",2022,3016,2924,92,3.1     
CN4806700000000,48,067,"Cass County, TX",2022,12022,11461,561,4.7     
CN4806900000000,48,069,"Castro County, TX",2022,3351,3247,104,3.1     
CN4807100000000,48,071,"Chambers County, TX",2022,21015,19906,1109,5.3     
CN4807300000000,48,073,"Cherokee County, TX",2022,20574,19665,909,4.4     
CN4807500000000,48,075,"Childress County, TX",2022,3189,3099,90,2.8     
CN4807700000000,48,077,"Clay County, TX",2022,4867,4680,187,3.8     
CN4807900000000,48,079,"Cochran County, TX",2022,1137,1082,55,4.8     
CN4808100000000,48,081,"Coke County, TX",2022,1535,1482,53,3.5     
CN4808300000000,48,083,"Coleman County, TX",2022,3046,2914,132,4.3     
CN4808500000000,48,085,"Collin County, TX",2022,625323,605500,19823,3.2     
CN4808700000000,48,087,"Collingsworth County, TX",2022,1091,1053,38,3.5     
CN4808900000000,48,089,"Colorado County, TX",2022,10213,9854,359,3.5     
CN4809100000000,48,091,"Comal County, TX",2022,82222,79381,2841,3.5     
CN4809300000000,48,093,"Comanche County, TX",2022,6323,6103,220,3.5     
CN4809500000000,48,095,"Concho County, TX",2022,1334,1292,42,3.1     
CN4809700000000,48,097,"Cooke County, TX",2022,20022,19350,672,3.4     
CN4809900000000,48,099,"Coryell County, TX",2022,24681,23578,1103,4.5     
CN4810100000000,48,101,"Cottle County, TX",2022,862,839,23,2.7     
CN4810300000000,48,103,"Crane County, TX",2022,1627,1546,81,5.0     
CN4810500000000,48,105,"Crockett County, TX",2022,1434,1377,57,4.0     
CN4810700000000,48,107,"Crosby County, TX",2022,2424,2324,100,4.1     
CN4810900000000,48,109,"Culberson County, TX",2022,1153,1120,33,2.9     
CN4811100000000,48,111,"Dallam County, TX",2022,3869,3778,91,2.4     
CN4811300000000,48,113,"Dallas County, TX",2022,1420674,1368043,52631,3.7     
CN4811500000000,48,115,"Dawson County, TX",2022,4538,4340,198,4.4     
CN4811700000000,48,117,"Deaf Smith County, TX",2022,9015,8747,268,3.0     
CN4811900000000,48,119,"Delta County, TX",2022,2515,2414,101,4.0     
CN4812100000000,48,121,"Denton County, TX",2022,551484,533815,17669,3.2     
CN4812300000000,48,123,"DeWitt County, TX",2022,9113,8801,312,3.4     
CN4812500000000,48,125,"Dickens County, TX",2022,694,661,33,4.8     
CN4812700000000,48,127,"Dimmit County, TX",2022,6154,5919,235,3.8     
CN4812900000000,48,129,"Donley County, TX",2022,1492,1439,53,3.6     
CN4813100000000,48,131,"Duval County, TX",2022,5051,4826,225,4.5     
CN4813300000000,48,133,"Eastland County, TX",2022,6694,6389,305,4.6     
CN4813500000000,48,135,"Ector County, TX",2022,83462,80225,3237,3.9     
CN4813700000000,48,137,"Edwards County, TX",2022,1201,1167,34,2.8     
CN4813900000000,48,139,"Ellis County, TX",2022,103316,99727,3589,3.5     
CN4814100000000,48,141,"El Paso County, TX",2022,370586,354817,15769,4.3     
CN4814300000000,48,143,"Erath County, TX",2022,21159,20423,736,3.5     
CN4814500000000,48,145,"Falls County, TX",2022,6839,6562,277,4.1     
CN4814700000000,48,147,"Fannin County, TX",2022,17379,16774,605,3.5     
CN4814900000000,48,149,"Fayette County, TX",2022,11952,11538,414,3.5     
CN4815100000000,48,151,"Fisher County, TX",2022,1641,1584,57,3.5     
CN4815300000000,48,153,"Floyd County, TX",2022,2457,2356,101,4.1     
CN4815500000000,48,155,"Foard County, TX",2022,562,544,18,3.2     
CN4815700000000,48,157,"Fort Bend County, TX",2022,418649,402222,16427,3.9     
CN4815900000000,48,159,"Franklin County, TX",2022,5361,5187,174,3.2     
CN4816100000000,48,161,"Freestone County, TX",2022,6329,5991,338,5.3     
CN4816300000000,48,163,"Frio County, TX",2022,9418,9097,321,3.4     
CN4816500000000,48,165,"Gaines County, TX",2022,10148,9845,303,3.0     
CN4816700000000,48,167,"Galveston County, TX",2022,169058,161647,7411,4.4     
CN4816900000000,48,169,"Garza County, TX",2022,1964,1883,81,4.1     
CN4817100000000,48,171,"Gillespie County, TX",2022,14654,14270,384,2.6     
CN4817300000000,48,173,"Glasscock County, TX",2022,876,853,23,2.6     
CN4817500000000,48,175,"Goliad County, TX",2022,3198,3058,140,4.4     
CN4817700000000,48,177,"Gonzales County, TX",2022,9527,9218,309,3.2     
CN4817900000000,48,179,"Gray County, TX",2022,7686,7343,343,4.5     
CN4818100000000,48,181,"Grayson County, TX",2022,65789,63365,2424,3.7     
CN4818300000000,48,183,"Gregg County, TX",2022,56931,54513,2418,4.2     
CN4818500000000,48,185,"Grimes County, TX",2022,11460,10943,517,4.5     
CN4818700000000,48,187,"Guadalupe County, TX",2022,85585,82694,2891,3.4     
CN4818900000000,48,189,"Hale County, TX",2022,11674,11100,574,4.9     
CN4819100000000,48,191,"Hall County, TX",2022,1093,1047,46,4.2     
CN4819300000000,48,193,"Hamilton County, TX",2022,3889,3757,132,3.4     
CN4819500000000,48,195,"Hansford County, TX",2022,2878,2809,69,2.4     
CN4819700000000,48,197,"Hardeman County, TX",2022,1792,1729,63,3.5     
CN4819900000000,48,199,"Hardin County, TX",2022,24912,23629,1283,5.2     
CN4820100000000,48,201,"Harris County, TX",2022,2339651,2240795,98856,4.2     
CN4820300000000,48,203,"Harrison County, TX",2022,28968,27675,1293,4.5     
CN4820500000000,48,205,"Hartley County, TX",2022,2618,2566,52,2.0     
CN4820700000000,48,207,"Haskell County, TX",2022,2771,2689,82,3.0     
CN4820900000000,48,209,"Hays County, TX",2022,138543,134363,4180,3.0     
CN4821100000000,48,211,"Hemphill County, TX",2022,1633,1579,54,3.3     
CN4821300000000,48,213,"Henderson County, TX",2022,39001,37516,1485,3.8     
CN4821500000000,48,215,"Hidalgo County, TX",2022,371985,347873,24112,6.5     
CN4821700000000,48,217,"Hill County, TX",2022,17859,17169,690,3.9     
CN4821900000000,48,219,"Hockley County, TX",2022,10781,10387,394,3.7     
CN4822100000000,48,221,"Hood County, TX",2022,29922,28800,1122,3.7     
CN4822300000000,48,223,"Hopkins County, TX",2022,18388,17741,647,3.5     
CN4822500000000,48,225,"Houston County, TX",2022,10548,10173,375,3.6     
CN4822700000000,48,227,"Howard County, TX",2022,13114,12451,663,5.1     
CN4822900000000,48,229,"Hudspeth County, TX",2022,1889,1814,75,4.0     
CN4823100000000,48,231,"Hunt County, TX",2022,46815,44985,1830,3.9     
CN4823300000000,48,233,"Hutchinson County, TX",2022,8487,8109,378,4.5     
CN4823500000000,48,235,"Irion County, TX",2022,790,766,24,3.0     
CN4823700000000,48,237,"Jack County, TX",2022,3443,3313,130,3.8     
CN4823900000000,48,239,"Jackson County, TX",2022,7127,6879,248,3.5     
CN4824100000000,48,241,"Jasper County, TX",2022,12645,11837,808,6.4     
CN4824300000000,48,243,"Jeff Davis County, TX",2022,1016,981,35,3.4     
CN4824500000000,48,245,"Jefferson County, TX",2022,101171,94883,6288,6.2     
CN4824700000000,48,247,"Jim Hogg County, TX",2022,1802,1705,97,5.4     
CN4824900000000,48,249,"Jim Wells County, TX",2022,15401,14520,881,5.7     
CN4825100000000,48,251,"Johnson County, TX",2022,89046,85941,3105,3.5     
CN4825300000000,48,253,"Jones County, TX",2022,5826,5575,251,4.3     
CN4825500000000,48,255,"Karnes County, TX",2022,6647,6427,220,3.3     
CN4825700000000,48,257,"Kaufman County, TX",2022,75098,72291,2807,3.7     
CN4825900000000,48,259,"Kendall County, TX",2022,23745,23004,741,3.1     
CN4826100000000,48,261,"Kenedy County, TX",2022,147,138,9,6.1     
CN4826300000000,48,263,"Kent County, TX",2022,627,614,13,2.1     
CN4826500000000,48,265,"Kerr County, TX",2022,22343,21542,801,3.6     
CN4826700000000,48,267,"Kimble County, TX",2022,1836,1774,62,3.4     
CN4826900000000,48,269,"King County, TX",2022,582,577,5,0.9     
CN4827100000000,48,271,"Kinney County, TX",2022,1267,1207,60,4.7     
CN4827300000000,48,273,"Kleberg County, TX",2022,13092,12466,626,4.8     
CN4827500000000,48,275,"Knox County, TX",2022,1484,1426,58,3.9     
CN4827700000000,48,277,"Lamar County, TX",2022,24512,23466,1046,4.3     
CN4827900000000,48,279,"Lamb County, TX",2022,5290,5081,209,4.0     
CN4828100000000,48,281,"Lampasas County, TX",2022,9428,9080,348,3.7     
CN4828300000000,48,283,"La Salle County, TX",2022,4113,3996,117,2.8     
CN4828500000000,48,285,"Lavaca County, TX",2022,9159,8853,306,3.3     
CN4828700000000,48,287,"Lee County, TX",2022,8734,8425,309,3.5     
CN4828900000000,48,289,"Leon County, TX",2022,6057,5743,314,5.2     
CN4829100000000,48,291,"Liberty County, TX",2022,35293,33230,2063,5.8     
CN4829300000000,48,293,"Limestone County, TX",2022,8399,8013,386,4.6     
CN4829500000000,48,295,"Lipscomb County, TX",2022,1464,1419,45,3.1     
CN4829700000000,48,297,"Live Oak County, TX",2022,4869,4666,203,4.2     
CN4829900000000,48,299,"Llano County, TX",2022,9354,8999,355,3.8     
CN4830100000000,48,301,"Loving County, TX",2022,874,869,5,0.6     
CN4830300000000,48,303,"Lubbock County, TX",2022,163740,158245,5495,3.4     
CN4830500000000,48,305,"Lynn County, TX",2022,2876,2774,102,3.5     
CN4830700000000,48,307,"McCulloch County, TX",2022,3151,3019,132,4.2     
CN4830900000000,48,309,"McLennan County, TX",2022,127001,122457,4544,3.6     
CN4831100000000,48,311,"McMullen County, TX",2022,902,886,16,1.8     
CN4831300000000,48,313,"Madison County, TX",2022,4741,4536,205,4.3     
CN4831500000000,48,315,"Marion County, TX",2022,4208,3999,209,5.0     
CN4831700000000,48,317,"Martin County, TX",2022,2798,2711,87,3.1     
CN4831900000000,48,319,"Mason County, TX",2022,1827,1766,61,3.3     
CN4832100000000,48,321,"Matagorda County, TX",2022,17150,16138,1012,5.9     
CN4832300000000,48,323,"Maverick County, TX",2022,23405,21552,1853,7.9     
CN4832500000000,48,325,"Medina County, TX",2022,22681,21819,862,3.8     
CN4832700000000,48,327,"Menard County, TX",2022,851,819,32,3.8     
CN4832900000000,48,329,"Midland County, TX",2022,105948,102848,3100,2.9     
CN4833100000000,48,331,"Milam County, TX",2022,10297,9859,438,4.3     
CN4833300000000,48,333,"Mills County, TX",2022,1910,1829,81,4.2     
CN4833500000000,48,335,"Mitchell County, TX",2022,2309,2207,102,4.4     
CN4833700000000,48,337,"Montague County, TX",2022,9242,8909,333,3.6     
CN4833900000000,48,339,"Montgomery County, TX",2022,301853,290062,11791,3.9     
CN4834100000000,48,341,"Moore County, TX",2022,11322,11025,297,2.6     
CN4834300000000,48,343,"Morris County, TX",2022,4473,4193,280,6.3     
CN4834500000000,48,345,"Motley County, TX",2022,512,491,21,4.1     
CN4834700000000,48,347,"Nacogdoches County, TX",2022,28000,26801,1199,4.3     
CN4834900000000,48,349,"Navarro County, TX",2022,23597,22683,914,3.9     
CN4835100000000,48,351,"Newton County, TX",2022,4883,4550,333,6.8     
CN4835300000000,48,353,"Nolan County, TX",2022,6782,6528,254,3.7     
CN4835500000000,48,355,"Nueces County, TX",2022,164095,156419,7676,4.7     
CN4835700000000,48,357,"Ochiltree County, TX",2022,3944,3810,134,3.4     
CN4835900000000,48,359,"Oldham County, TX",2022,939,911,28,3.0     
CN4836100000000,48,361,"Orange County, TX",2022,34871,32877,1994,5.7     
CN4836300000000,48,363,"Palo Pinto County, TX",2022,13135,12639,496,3.8     
CN4836500000000,48,365,"Panola County, TX",2022,9629,9187,442,4.6     
CN4836700000000,48,367,"Parker County, TX",2022,74625,72184,2441,3.3     
CN4836900000000,48,369,"Parmer County, TX",2022,5134,5010,124,2.4     
CN4837100000000,48,371,"Pecos County, TX",2022,6322,6067,255,4.0     
CN4837300000000,48,373,"Polk County, TX",2022,18708,17672,1036,5.5     
CN4837500000000,48,375,"Potter County, TX",2022,55077,53314,1763,3.2     
CN4837700000000,48,377,"Presidio County, TX",2022,3096,2905,191,6.2     
CN4837900000000,48,379,"Rains County, TX",2022,6519,6296,223,3.4     
CN4838100000000,48,381,"Randall County, TX",2022,76100,73938,2162,2.8     
CN4838300000000,48,383,"Reagan County, TX",2022,1634,1576,58,3.5     
CN4838500000000,48,385,"Real County, TX",2022,1143,1090,53,4.6     
CN4838700000000,48,387,"Red River County, TX",2022,5144,4881,263,5.1     
CN4838900000000,48,389,"Reeves County, TX",2022,8525,8235,290,3.4     
CN4839100000000,48,391,"Refugio County, TX",2022,2968,2828,140,4.7     
CN4839300000000,48,393,"Roberts County, TX",2022,399,384,15,3.8     
CN4839500000000,48,395,"Robertson County, TX",2022,7971,7665,306,3.8     
CN4839700000000,48,397,"Rockwall County, TX",2022,59221,57261,1960,3.3     
CN4839900000000,48,399,"Runnels County, TX",2022,4694,4539,155,3.3     
CN4840100000000,48,401,"Rusk County, TX",2022,22417,21486,931,4.2     
